misspelling,correct,predicted,top1,top5,rr,edit_dist
inconveince,inconvenience,inconvenience,1,1,1.0,2
inconveinced,inconvenience,inconvenienced,0,1,0.25,3
inconveineince,inconvenience,inconvenience,1,1,1.0,2
inconveinence,inconvenience,inconvenience,1,1,1.0,1
inconveinience,inconvenience,inconvenience,1,1,1.0,1
inconveintencs,inconvenience,inconvenience,1,1,1.0,3
inconvenance,inconvenience,inconvenience,1,1,1.0,2
inconvence,inconvenience,inconvenience,1,1,1.0,3
inconveneince,inconvenience,inconvenience,1,1,1.0,1
inconvenence,inconvenience,inconvenience,1,1,1.0,1
inconvenent,inconvenience,inconvenient,0,1,0.5,3
inconvenents,inconvenience,inconvenient,0,1,0.5,3
inconveniance,inconvenience,inconvenience,1,1,1.0,1
inconvenice,inconvenience,inconvenience,1,1,1.0,2
inconvenient,inconvenience,inconvenient,0,0,0.0,2
inconvenients,inconvenience,inconvenient,0,1,0.5,2
inconvenince,inconvenience,inconvenience,1,1,1.0,1
inconvenonce,inconvenience,inconvenience,1,1,1.0,2
inconventence,inconvenience,inconvenience,1,1,1.0,1
inconvenunce,inconvenience,inconvenience,1,1,1.0,2
inconvenute,inconvenience,inconvenient,0,1,0.5,4
inconvienances,inconvenience,inconveniences,0,1,0.5,4
inconvienc,inconvenience,inconvenience,1,1,1.0,3
inconvience,inconvenience,inconvenience,1,1,1.0,2
inconviencence,inconvenience,inconvenience,1,1,1.0,2
inconviences,inconvenience,inconveniences,0,1,0.5,3
inconviencies,inconvenience,inconvenience,1,1,1.0,4
inconviency,inconvenience,inconvenience,1,1,1.0,3
inconvienence,inconvenience,inconvenience,1,1,1.0,2
inconvienent,inconvenience,inconvenient,0,1,0.3333333333333333,4
inconvieniance,inconvenience,inconvenience,1,1,1.0,2
inconvienience,inconvenience,inconvenience,1,1,1.0,1
inconvieniences,inconvenience,inconveniences,0,1,0.5,2
inconvinance,inconvenience,inconvenience,1,1,1.0,3
inconvince,inconvenience,unconvinced,0,0,0.0,3
inconvincence,inconvenience,inconvenience,1,1,1.0,2
inconvinence,inconvenience,inconvenience,1,1,1.0,2
inconvinience,inconvenience,inconvenience,1,1,1.0,1
inconvious,inconvenience,income,0,0,0.0,6
inconvisions,inconvenience,inconvenient,0,0,0.0,5
incouvenes,inconvenience,ingaevones,0,0,0.0,5
incovenience,inconvenience,inconvenience,1,1,1.0,1
ininconveniences,inconvenience,inconveniences,0,0,0.0,3
enconented,inconvenienced,encounter,0,0,0.0,4
enconveinced,inconvenienced,unconvinced,0,1,0.5,3
enconvenients,inconvenienced,inconvenient,0,1,0.25,4
incomnentaed,inconvenienced,income,0,0,0.0,6
inconeinced,inconvenienced,inconvinced,0,1,0.5,3
inconences,inconvenienced,income,0,1,0.25,4
inconenvients,inconvenienced,inconvenient,0,1,0.3333333333333333,5
inconfeence,inconvenienced,conference,0,1,0.25,4
inconfenence,inconvenienced,inconvenience,0,1,0.5,3
inconfience,inconvenienced,confidence,0,0,0.0,4
inconienced,inconvenienced,inconvenienced,1,1,1.0,3
inconiunious,inconvenienced,inconscious,0,0,0.0,7
inconveamonce,inconvenienced,inconvenience,0,1,0.5,4
inconveience,inconvenienced,inconvenience,0,1,0.5,2
inconveince,inconvenienced,inconvenience,0,1,0.5,3
inconveinced,inconvenienced,inconvenienced,1,1,1.0,2
inconveincents,inconvenienced,inconvenient,0,1,0.25,5
inconveinces,inconvenienced,inconveniences,0,1,0.3333333333333333,3
inconveinentenst,inconvenienced,inconvenient,0,1,0.2,5
inconveinience,inconvenienced,inconvenience,0,1,0.5,2
inconveintence,inconvenienced,inconvenience,0,1,0.5,3
inconvenance,inconvenienced,inconvenience,0,1,0.5,3
inconvenants,inconvenienced,inconvenient,0,1,0.25,5
inconvence,inconvenienced,inconvenience,0,1,0.25,4
inconvenced,inconvenienced,inconvenienced,1,1,1.0,3
inconvencienced,inconvenienced,inconvenienced,1,1,1.0,1
inconvenence,inconvenienced,inconvenience,0,1,0.5,2
inconvenenced,inconvenienced,inconvenienced,1,1,1.0,1
inconvenense,inconvenienced,inconvenience,0,1,0.3333333333333333,3
inconvenest,inconvenienced,inconvenient,0,1,0.25,5
inconvenianced,inconvenienced,inconvenienced,1,1,1.0,1
inconveniced,inconvenienced,inconvenienced,1,1,1.0,2
inconvenience,inconvenienced,inconvenience,0,0,0.0,1
inconveniencent,inconvenienced,inconvenience,0,1,0.5,2
inconveniences,inconvenienced,inconveniences,0,0,0.0,1
inconvenienct,inconvenienced,inconvenience,0,1,0.3333333333333333,2
inconveniensed,inconvenienced,inconvenienced,1,1,1.0,1
inconvenienst,inconvenienced,inconvenient,0,1,0.3333333333333333,3
inconvenient,inconvenienced,inconvenient,0,0,0.0,3
inconveniented,inconvenienced,inconvenienced,1,1,1.0,1
inconvenients,inconvenienced,inconvenient,0,1,0.3333333333333333,3
inconvenientst,inconvenienced,inconvenient,0,1,0.3333333333333333,3
inconvenims,inconvenienced,inconvenient,0,1,0.25,5
inconvenince,inconvenienced,inconvenience,0,1,0.5,2
inconvenintence,inconvenienced,inconvenience,0,1,0.5,3
inconvenions,inconvenienced,inconvenient,0,1,0.3333333333333333,4
inconvenious,inconvenienced,inconvenient,0,1,0.25,5
inconvenitents,inconvenienced,inconvenient,0,1,0.3333333333333333,4
inconvenonce,inconvenienced,inconvenience,0,1,0.5,3
inconvenst,inconvenienced,inconvenient,0,1,0.3333333333333333,4
inconventant,inconvenienced,inconvenient,0,0,0.0,5
inconventients,inconvenienced,inconvenient,0,1,0.3333333333333333,4
inconventuns,inconvenienced,inconvenient,0,1,0.3333333333333333,5
inconvenuence,inconvenienced,inconvenience,0,1,0.5,2
inconveyonced,inconvenienced,inconvenienced,1,1,1.0,3
inconvianced,inconvenienced,unconvinced,0,1,0.3333333333333333,3
inconvienanced,inconvenienced,inconvenienced,1,1,1.0,3
inconvience,inconvenienced,inconvenience,0,1,0.5,3
inconviencect,inconvenienced,inconvenient,0,1,0.3333333333333333,4
inconvienced,inconvenienced,inconvenienced,1,1,1.0,2
inconviencied,inconvenienced,inconvenienced,1,1,1.0,3
inconvienence,inconvenienced,inconvenience,0,1,0.5,3
inconvienencet,inconvenienced,inconvenience,0,1,0.5,3
inconvienenst,inconvenienced,inconvenient,0,1,0.3333333333333333,5
inconvienge,inconvenienced,inconvenience,0,1,0.25,4
inconvienienced,inconvenienced,inconvenienced,1,1,1.0,1
inconvient,inconvenienced,inconvenient,0,0,0.0,4
inconviented,inconvenienced,inconvenienced,1,1,1.0,3
inconvientict,inconvenienced,inconvenient,0,0,0.0,6
inconvievenced,inconvenienced,inconvenienced,1,1,1.0,3
inconvigence,inconvenienced,inconvenience,0,1,0.3333333333333333,4
inconvinced,inconvenienced,inconvinced,0,0,0.0,3
inconvinience,inconvenienced,inconvenience,0,1,0.5,2
inconvionce,inconvenienced,inconvenience,0,0,0.0,4
incovenentist,inconvenienced,incapable,0,0,0.0,6
incovenienced,inconvenienced,inconvenienced,1,1,1.0,1
incovient,inconvenienced,incident,0,0,0.0,5
inquents,inconvenienced,intents,0,0,0.0,6
inventicenent,inconvenienced,inventiveness,0,0,0.0,8
uncoveniencest,inconvenienced,unconvenience,0,0,0.0,4
enconvenent,inconvenient,inconvenient,1,1,1.0,2
enconvience,inconvenient,inconvenience,0,0,0.0,5
encoveiniant,inconvenient,uncovenant,0,0,0.0,4
iconvinent,inconvenient,continent,0,0,0.0,3
inconfeniant,inconvenient,inconvenient,1,1,1.0,2
inconfidient,inconvenient,inconvenient,1,1,1.0,3
inconiven,inconvenient,income,0,0,0.0,5
inconveanent,inconvenient,inconvenient,1,1,1.0,2
inconveant,inconvenient,inconvenient,1,1,1.0,3
inconveient,inconvenient,inconvenient,1,1,1.0,1
inconveinient,inconvenient,inconvenient,1,1,1.0,1
inconveirient,inconvenient,inconvenient,1,1,1.0,2
inconveneated,inconvenient,inconvenienced,0,1,0.5,4
inconveneent,inconvenient,inconvenient,1,1,1.0,1
inconvenen,inconvenient,inconvenient,1,1,1.0,2
inconvenent,inconvenient,inconvenient,1,1,1.0,1
inconveneon,inconvenient,inconvenient,1,1,1.0,3
inconvenet,inconvenient,inconvenient,1,1,1.0,2
inconveniant,inconvenient,inconvenient,1,1,1.0,1
inconveniat,inconvenient,inconvenient,1,1,1.0,2
inconveniont,inconvenient,inconvenient,1,1,1.0,1
inconvent,inconvenient,inconvenient,1,1,1.0,3
inconvented,inconvenient,inconvenient,1,1,1.0,3
inconvention,inconvenient,convention,0,1,0.5,3
inconveny,inconvenient,income,0,1,0.5,4
inconverenent,inconvenient,inconvenient,1,1,1.0,3
inconveyent,inconvenient,inconvenient,1,1,1.0,2
inconvi,inconvenient,income,0,0,0.0,5
inconvianiant,inconvenient,inconvenient,1,1,1.0,3
inconvienent,inconvenient,inconvenient,1,1,1.0,2
inconvieniant,inconvenient,inconvenient,1,1,1.0,2
inconvienient,inconvenient,inconvenient,1,1,1.0,1
inconvient,inconvenient,inconvenient,1,1,1.0,2
inconvierd,inconvenient,income,0,1,0.3333333333333333,4
inconvieriece,inconvenient,inconvenience,0,1,0.3333333333333333,4
inconvinant,inconvenient,inconvenient,1,1,1.0,3
inconvinate,inconvenient,inconcinnate,0,0,0.0,5
inconvineant,inconvenient,inconvenient,1,1,1.0,3
inconvined,inconvenient,unconvinced,0,0,0.0,4
inconvinend,inconvenient,unconvinced,0,1,0.5,3
inconvinent,inconvenient,inconvenient,1,1,1.0,2
inconviniant,inconvenient,inconvenient,1,1,1.0,2
inconviniend,inconvenient,inconvenient,1,1,1.0,2
inconvinient,inconvenient,inconvenient,1,1,1.0,1
inconvintner,inconvenient,inconvenient,1,1,1.0,4
incoveiant,inconvenient,uncovenant,0,0,0.0,3
incovenient,inconvenient,inconvenient,1,1,1.0,1
incoverent,inconvenient,incoherent,0,0,0.0,3
incovient,inconvenient,incident,0,0,0.0,3
incovinent,inconvenient,incontinent,0,0,0.0,3
incovinient,inconvenient,inconvenient,1,1,1.0,2
inkurnet,inconvenient,insurance,0,0,0.0,4
incorporatd,incorporated,incorporated,1,1,1.0,1
incorigible,incorrigible,incorrigible,1,1,1.0,1
increasi,increase,increase,1,1,1.0,1
increasin,increase,increasing,0,1,0.5,2
incress,increase,increase,1,1,1.0,2
increase,increased,increase,0,0,0.0,1
increases,increased,increases,0,0,0.0,1
changing,increasing,changing,0,0,0.0,6
crace,increasing,grace,0,0,0.0,5
crissing,increasing,crossing,0,0,0.0,4
encash,increasing,encash,0,0,0.0,4
enchres,increasing,inches,0,0,0.0,6
encreasing,increasing,increasing,1,1,1.0,1
encreing,increasing,entering,0,0,0.0,3
encressing,increasing,increasing,1,1,1.0,2
encrising,increasing,increasing,1,1,1.0,3
engressing,increasing,engrossing,0,0,0.0,3
imceasing,increasing,increasing,1,1,1.0,2
in_cresing,increasing,increasing,1,1,1.0,2
incased,increasing,incased,0,0,0.0,5
inceasing,increasing,increasing,1,1,1.0,1
inceing,increasing,incoming,0,0,0.0,3
incersinges,increasing,increasing,1,1,1.0,4
incesing,increasing,increasing,1,1,1.0,2
incesting,increasing,investing,0,1,0.5,3
incing,increasing,dancing,0,0,0.0,4
incrase,increasing,incrase,0,0,0.0,4
increacing,increasing,increasing,1,1,1.0,1
increase,increasing,increase,0,0,0.0,3
increaseing,increasing,increasing,1,1,1.0,1
increaseng,increasing,increase,0,1,0.5,1
increcing,increasing,increasing,1,1,1.0,2
increesing,increasing,increasing,1,1,1.0,1
incresing,increasing,increasing,1,1,1.0,1
incressing,increasing,increasing,1,1,1.0,1
incriasing,increasing,increasing,1,1,1.0,1
incriosing,increasing,increasing,1,1,1.0,2
incrising,increasing,increasing,1,1,1.0,2
incristing,increasing,increasing,1,1,1.0,3
incrsin,increasing,increasing,1,1,1.0,3
incsin,increasing,income,0,0,0.0,4
incuiseing,increasing,insisting,0,0,0.0,4
ingcresing,increasing,increasing,1,1,1.0,2
ingeker,increasing,finger,0,0,0.0,7
ingesing,increasing,singing,0,0,0.0,3
ingreesh_this,increasing,increased,0,0,0.0,8
ingresin,increasing,increasing,1,1,1.0,3
insest,increasing,invest,0,0,0.0,4
intheris,increasing,interest,0,0,0.0,6
increasinly,increasingly,increasingly,1,1,1.0,1
incredable,incredible,incredible,1,1,1.0,1
incredibally,incredibly,incredibly,1,1,1.0,2
increented,incremented,incremented,1,1,1.0,1
indead,indeed,indeed,1,1,1.0,1
inded,indeed,indeed,1,1,1.0,1
indored,indeed,indeed,1,1,1.0,2
endebinit,indefinite,endeavour,0,0,0.0,3
endefinate,indefinite,indefinite,1,1,1.0,2
endefinite,indefinite,indefinite,1,1,1.0,1
endiffinate-,indefinite,endeavor,0,1,0.5,5
endifnint,indefinite,endpoints,0,0,0.0,5
indeafant,indefinite,independent,0,1,0.5,4
indeafinate,indefinite,indefinite,1,1,1.0,2
indearate,indefinite,international,0,0,0.0,4
indefanate,indefinite,indefinite,1,1,1.0,2
indefenate,indefinite,indefinite,1,1,1.0,2
indefenent,indefinite,independent,0,0,0.0,4
indefenet,indefinite,independent,0,1,0.5,3
indefenite,indefinite,indefinite,1,1,1.0,1
indefent,indefinite,indecent,0,1,0.2,3
indefente,indefinite,indefinite,1,1,1.0,2
indeffent,indefinite,indifferent,0,1,0.2,4
indeffernt,indefinite,indifferent,0,1,0.2,5
indeffinate,indefinite,indefinite,1,1,1.0,2
indeffinent,indefinite,independent,0,1,0.25,4
indeffinete,indefinite,indefinite,1,1,1.0,2
indeffinite,indefinite,indefinite,1,1,1.0,1
indefict,indefinite,deficit,0,1,0.5,3
indefinant,indefinite,indefinite,1,1,1.0,3
indefinat,indefinite,indefinite,1,1,1.0,2
indefinate,indefinite,indefinite,1,1,1.0,1
indefinately,indefinite,indefinately,0,0,0.0,3
indefindent,indefinite,independent,0,1,0.2,4
indefinent,indefinite,independent,0,1,0.5,3
indefinet,indefinite,indefinite,1,1,1.0,2
indefinete,indefinite,indefinite,1,1,1.0,1
indefiniate,indefinite,indefinite,1,1,1.0,1
indefinit,indefinite,indefinite,1,1,1.0,1
indefint,indefinite,indefinite,1,1,1.0,2
indefinte,indefinite,indefinite,1,1,1.0,1
indefynt,indefinite,indecent,0,1,0.5,3
indenfient,indefinite,intent,0,0,0.0,4
indevenet,indefinite,independent,0,1,0.2,4
indiefinat,indefinite,indefinite,1,1,1.0,3
indifenate,indefinite,indigenate,0,1,0.5,3
indifenent,indefinite,indifferent,0,0,0.0,5
indifenet,indefinite,indifferent,0,0,0.0,4
indifennate,indefinite,indigenate,0,1,0.3333333333333333,4
indiffent,indefinite,indifferent,0,0,0.0,5
indiffiant,indefinite,indifferent,0,0,0.0,5
indiffinate,indefinite,indefinite,1,1,1.0,3
indiffinite,indefinite,indefinite,1,1,1.0,2
indifinate,indefinite,indefinite,1,1,1.0,2
indifinent,indefinite,indifferent,0,1,0.25,4
indifinite,indefinite,indefinite,1,1,1.0,1
indifinte,indefinite,indefinite,1,1,1.0,2
indinet,indefinite,indian,0,0,0.0,4
infidently,indefinite,confidently,0,0,0.0,7
intefinent,indefinite,independent,0,1,0.5,4
endefanilly,indefinitely,indefinitely,1,1,1.0,4
endeffently,indefinitely,endevco,0,0,0.0,5
imdefimitely,indefinitely,indefinitely,1,1,1.0,2
indeaforly,indefinitely,indefinitely,1,1,1.0,6
indefalety,indefinitely,indefinite,0,1,0.5,5
indefanitly,indefinitely,indefinitely,1,1,1.0,2
indefefinitly,indefinitely,indefinitely,1,1,1.0,3
indefenatly,indefinitely,indefinitely,1,1,1.0,3
indefenitely,indefinitely,indefinitely,1,1,1.0,1
indefenitly,indefinitely,indefinitely,1,1,1.0,2
indefently,indefinitely,indecently,0,1,0.5,3
indeffantly,indefinitely,indefinitely,1,1,1.0,4
indeffely,indefinitely,indefinitely,1,1,1.0,4
indeffentaly,indefinitely,indefinitely,1,1,1.0,4
indeffently,indefinitely,indifferently,0,1,0.2,4
indeffermently,indefinitely,indifferently,0,0,0.0,6
indeffinally,indefinitely,indefinably,0,1,0.5,4
indeffinate,indefinitely,indefinite,0,1,0.5,4
indeffinatelly,indefinitely,indefinately,0,1,0.5,3
indeffinatly,indefinitely,indefinitely,1,1,1.0,3
indeffinitately,indefinitely,indefinitely,1,1,1.0,3
indeffinitely,indefinitely,indefinitely,1,1,1.0,1
indeffinitly,indefinitely,indefinitely,1,1,1.0,2
indefinally,indefinitely,indefinably,0,1,0.5,3
indefinaly,indefinitely,indefinably,0,1,0.5,3
indefinate,indefinitely,indefinite,0,1,0.5,3
indefinatelly,indefinitely,indefinitely,1,1,1.0,2
indefinately,indefinitely,indefinately,0,0,0.0,1
indefinatlly,indefinitely,indefinitely,1,1,1.0,2
indefinatly,indefinitely,indefinitely,1,1,1.0,2
indefineately,indefinitely,indefinitely,1,1,1.0,2
indefinenly,indefinitely,indefinitely,1,1,1.0,3
indefinently,indefinitely,indefinitely,1,1,1.0,3
indefinetely,indefinitely,indefinitely,1,1,1.0,1
indefinetley,indefinitely,indefinitely,1,1,1.0,2
indefinetly,indefinitely,indefinitely,1,1,1.0,2
indefiniately,indefinitely,indefinitely,1,1,1.0,1
indefinitally,indefinitely,indefinitely,1,1,1.0,2
indefinitaly,indefinitely,indefinitely,1,1,1.0,1
indefinite,indefinitely,indefinite,0,0,0.0,2
indefinitily,indefinitely,indefinitely,1,1,1.0,1
indefinitly,indefinitely,indefinitely,1,1,1.0,1
indefintely,indefinitely,indefinitely,1,1,1.0,1
indefintily,indefinitely,indefinitely,1,1,1.0,2
indefintly,indefinitely,indefinitely,1,1,1.0,2
indefitely,indefinitely,indefinitely,1,1,1.0,2
indefitly,indefinitely,indefinitely,1,1,1.0,3
indeflery,indefinitely,indebted,0,1,0.3333333333333333,5
indefnetly,indefinitely,indefinitely,1,1,1.0,3
indefnitely,indefinitely,indefinitely,1,1,1.0,1
indefnitly,indefinitely,indefinitely,1,1,1.0,2
indefonaly,indefinitely,indefinitely,1,1,1.0,4
indeninitely,indefinitely,indefinitely,1,1,1.0,1
indepentive,indefinitely,independent,0,0,0.0,6
indeqiately,indefinitely,inadequately,0,0,0.0,3
indifenatly,indefinitely,indignantly,0,1,0.25,4
indifentally,indefinitely,incidentally,0,1,0.2,5
indiffenately,indefinitely,indifferent,0,1,0.5,4
indiffenatly,indefinitely,indifferently,0,0,0.0,5
indiffently,indefinitely,indifferently,0,0,0.0,5
indiffinitely,indefinitely,indefinitely,1,1,1.0,2
indificant,indefinitely,significant,0,0,0.0,7
indifinately,indefinitely,indefinately,0,1,0.5,2
indifinatily,indefinitely,indefinitely,1,1,1.0,3
indifinently,indefinitely,indifferently,0,1,0.5,4
indifinetally,indefinitely,individually,0,1,0.5,4
indifinetly,indefinitely,indefinitely,1,1,1.0,3
indifinitely,indefinitely,indefinitely,1,1,1.0,1
indifinittly,indefinitely,indefinitely,1,1,1.0,2
indiphialy,indefinitely,individual,0,0,0.0,6
indivently,indefinitely,indigently,0,0,0.0,5
independance,independence,independence,1,1,1.0,1
independant,independent,independent,1,1,1.0,1
independat,independent,independent,1,1,1.0,2
indain,indian,indian,1,1,1.0,1
indan,indian,indan,0,0,0.0,1
indecate,indicate,indicate,1,1,1.0,1
inditement,indictment,inditement,0,0,0.0,2
inderctly,indirectly,indirectly,1,1,1.0,2
indispensible,indispensable,indispensible,0,0,0.0,1
indidual,individual,individual,1,1,1.0,2
indiuidual,individual,individual,1,1,1.0,1
individul,individual,individual,1,1,1.0,1
individula,individual,individual,1,1,1.0,1
individuu,individual,individual,1,1,1.0,2
indiviual,individual,individual,1,1,1.0,1
indivual,individual,individual,1,1,1.0,2
induvidual,individual,individual,1,1,1.0,1
idividualistic,individualistic,individualistic,1,1,1.0,1
indivdually,individually,individually,1,1,1.0,1
undividually,individually,individually,1,1,1.0,1
indivial,individuals,individual,0,1,0.3333333333333333,3
indivuals,individuals,individuals,1,1,1.0,2
indviduals,individuals,individuals,1,1,1.0,1
inv,individuals,in,0,0,0.0,8
industral,industrial,industrial,1,1,1.0,1
industriol,industrial,industrial,1,1,1.0,1
engsty,industry,energy,0,0,0.0,4
indeery,industry,indeed,0,0,0.0,3
indersre,industry,interest,0,0,0.0,4
inderstey,industry,interest,0,0,0.0,3
indiffer,industry,indifferent,0,0,0.0,5
indistry,industry,industry,1,1,1.0,1
indsrey,industry,industry,1,1,1.0,3
indstre,industry,industry,1,1,1.0,2
induster,industry,industry,1,1,1.0,2
industrey,industry,industry,1,1,1.0,1
industrie,industry,industrie,0,0,0.0,2
industury,industry,industry,1,1,1.0,1
industy,industry,industry,1,1,1.0,1
indutrey,industry,industry,1,1,1.0,2
inen,industry,in,0,0,0.0,4
inmtree,industry,interest,0,0,0.0,5
inslye,industry,inside,0,0,0.0,5
intarsary,industry,international,0,0,0.0,4
ineffiect,inefficient,inefficient,1,1,1.0,3
ineficiant,inefficient,inefficient,1,1,1.0,2
innefficient,inefficient,inefficient,1,1,1.0,1
enevitable,inevitable,inevitable,1,1,1.0,1
inevitible,inevitable,inevitable,1,1,1.0,1
inevyitable,inevitable,inevitable,1,1,1.0,1
ineviatbly,inevitably,inevitably,1,1,1.0,1
inehaustible,inexhaustible,inexhaustible,1,1,1.0,1
infalable,infallible,infallible,1,1,1.0,2
infalib,infallible,infallible,1,1,1.0,3
enfant,infant,enfant,0,0,0.0,1
enfants,infants,infants,1,1,1.0,1
infant,infants,infant,0,0,0.0,1
enfants,infants',infants,0,1,0.5,2
inferier,inferior,inferior,1,1,1.0,1
infered,inferred,inferred,1,1,1.0,1
effentint,infinite,effecting,0,0,0.0,6
efinente,infinite,eminent,0,0,0.0,4
enfinate,infinite,infinite,1,1,1.0,2
enfinity,infinite,infinity,0,1,0.5,2
iffanate,infinite,impanate,0,0,0.0,3
ifinite,infinite,infinite,1,1,1.0,1
infadent,infinite,infant,0,0,0.0,5
infaent,infinite,infant,0,0,0.0,4
infaint,infinite,infant,0,0,0.0,3
infamnes,infinite,infants,0,0,0.0,5
infanant,infinite,infant,0,0,0.0,4
infanate,infinite,infant,0,1,0.3333333333333333,2
infanent,infinite,infant,0,0,0.0,4
infanet,infinite,infant,0,0,0.0,3
infanete,infinite,infant,0,1,0.3333333333333333,2
infaniant,infinite,infant,0,0,0.0,4
infanint,infinite,infant,0,1,0.2,3
infanit,infinite,infant,0,1,0.3333333333333333,2
infanite,infinite,infinite,1,1,1.0,1
infannrite,infinite,infinite,1,1,1.0,3
infant,infinite,infant,0,0,0.0,3
infantaut,infinite,infant,0,0,0.0,5
infante,infinite,infante,0,0,0.0,2
infanted,infinite,infant,0,0,0.0,3
infantent,infinite,infant,0,0,0.0,4
infantly,infinite,infantry,0,0,0.0,4
infenant,infinite,infant,0,0,0.0,4
infenate,infinite,infinite,1,1,1.0,2
infendunt,infinite,infant,0,1,0.25,5
infenident,infinite,invenient,0,1,0.25,4
infenitt,infinite,infinite,1,1,1.0,2
infennate,infinite,infinite,1,1,1.0,3
infensemt,infinite,infant,0,1,0.3333333333333333,5
inffinite,infinite,infinite,1,1,1.0,1
infident,infinite,incident,0,0,0.0,4
infidently,infinite,confidently,0,0,0.0,5
infient,infinite,intent,0,0,0.0,3
infinance,infinite,finance,0,1,0.5,3
infinant,infinite,infant,0,1,0.5,3
infinante,infinite,infinite,1,1,1.0,2
infinat,infinite,infinite,1,1,1.0,2
infinate,infinite,infinite,1,1,1.0,1
infinent,infinite,infinite,1,1,1.0,3
infinet,infinite,infinite,1,1,1.0,2
infinete,infinite,infinite,1,1,1.0,1
infinfate,infinite,infinite,1,1,1.0,2
infiniant,infinite,infinitant,0,1,0.5,3
infininte,infinite,infinite,1,1,1.0,1
infinit,infinite,infinite,1,1,1.0,1
infinitate,infinite,infinitate,0,0,0.0,2
infinitely,infinite,infinitely,0,0,0.0,2
infinitive,infinite,infinitive,0,0,0.0,2
infinnent,infinite,infinite,1,1,1.0,4
infinunt,infinite,infinite,1,1,1.0,3
infite,infinite,invite,0,1,0.5,2
inflnight,infinite,inflation,0,0,0.0,4
infonit,infinite,infinite,1,1,1.0,2
infunent,infinite,innocent,0,0,0.0,4
inifinite,infinite,infinite,1,1,1.0,1
invalid,infinite,invalid,0,0,0.0,5
invenate,infinite,invented,0,0,0.0,3
invinat,infinite,invinate,0,1,0.2,3
invinite,infinite,infinite,1,1,1.0,1
infinitly,infinitely,infinitely,1,1,1.0,1
influance,influence,influence,1,1,1.0,1
infulence,influence,influence,1,1,1.0,1
imform,inform,form,0,1,0.5,1
im,information,im,0,0,0.0,9
imformation,information,information,1,1,1.0,1
informasion,information,information,1,1,1.0,1
infromation,information,information,1,1,1.0,1
onformation,information,information,1,1,1.0,1
imformed,informed,informed,1,1,1.0,1
enfuriate,infuriate,infuriate,1,1,1.0,1
ingeneous,ingenious,ingenious,1,1,1.0,1
ingratitoode,ingratitude,ingratitoode,0,0,0.0,2
enitial,initial,initial,1,1,1.0,1
intial,initial,intial,0,0,0.0,1
intital,initial,initial,1,1,1.0,2
intially,initially,initially,1,1,1.0,1
anishars,initials,answer,0,0,0.0,4
annitials,initials,initials,1,1,1.0,2
antirrials,initials,antiaris,0,0,0.0,4
arneals,initials,areas,0,0,0.0,5
eneshals,initials,seneshals,0,0,0.0,4
enical,initials,medical,0,0,0.0,4
enicals,initials,animals,0,0,0.0,3
enicles,initials,vehicles,0,0,0.0,5
enigsale,initials,england,0,0,0.0,4
enisals,initials,animals,0,0,0.0,3
enishal,initials,elisha,0,0,0.0,4
enishals,initials,english,0,0,0.0,3
enitials,initials,initials,1,1,1.0,1
enition,initials,nation,0,0,0.0,4
enitionals,initials,emotional,0,0,0.0,3
enneshals,initials,seneshals,0,0,0.0,5
ennitials,initials,initials,1,1,1.0,2
entince,initials,entire,0,0,0.0,5
inashles,initials,includes,0,0,0.0,5
inationals,initials,national,0,0,0.0,3
inatitals,initials,initials,1,1,1.0,2
incels,initials,since,0,0,0.0,4
ineshules,initials,includes,0,0,0.0,5
inetals,initials,metals,0,1,0.3333333333333333,2
inetials,initials,initials,1,1,1.0,1
inhesles,initials,includes,0,0,0.0,5
inichals,initials,initials,1,1,1.0,2
inichols,initials,nichols,0,0,0.0,3
inicials,initials,initials,1,1,1.0,1
inicicles,initials,icicles,0,0,0.0,3
inicuales,initials,includes,0,0,0.0,3
inisals,initials,initials,1,1,1.0,2
inishals,initials,initials,1,1,1.0,2
inisials,initials,initials,1,1,1.0,1
inistals,initials,initials,1,1,1.0,2
initails,initials,initials,1,1,1.0,1
inital,initials,initial,0,1,0.3333333333333333,2
initals,initials,initials,1,1,1.0,1
initial,initials,initial,0,0,0.0,1
initihls,initials,initials,1,1,1.0,1
inmellall,initials,inmellall,0,0,0.0,5
innichets,initials,inside,0,0,0.0,5
innishals,initials,innisfail,0,0,0.0,3
innisionals,initials,income,0,0,0.0,4
innitals,initials,initials,1,1,1.0,2
innitial,initials,initial,0,1,0.5,2
innushl,initials,includes,0,0,0.0,5
insteul,initials,instead,0,0,0.0,4
intaial,initials,initial,0,1,0.2,3
intails,initials,details,0,1,0.25,2
inti,initials,in,0,0,0.0,4
intials,initials,initials,1,1,1.0,1
intionals,initials,national,0,1,0.3333333333333333,3
intitals,initials,initials,1,1,1.0,2
inysules,initials,includes,0,0,0.0,5
intitate,initiate,intimate,0,1,0.25,2
aneation,initiation,nation,0,0,0.0,4
anesination,initiation,destination,0,0,0.0,4
aniation,initiation,nation,0,0,0.0,3
aniciation,initiation,anticipation,0,1,0.3333333333333333,2
anintion,initiation,animation,0,0,0.0,4
anishachon,initiation,anyway,0,0,0.0,5
anishation,initiation,animation,0,0,0.0,3
anniation,initiation,aviation,0,0,0.0,3
annitation,initiation,agitation,0,0,0.0,3
annitiation,initiation,initiation,1,1,1.0,2
anniution,initiation,anniston,0,0,0.0,4
emecracion,initiation,execration,0,0,0.0,6
